ProductionID,DateKey,PlantID,ProductID,Produced_Quantity,Production_Cost,Material_Cost,Labor_Cost,Energy_Cost,Downtime_Hours,Efficiency_Rate,Quality_Defect_Rate,Capacity_Utilization,Shift,Cost_Per_Unit,OEE,Downtime_Cost
627,20240817,6036,1078,11734,7489.88,3644.76,2708.36,1136.77,0.0,85.2,0.05,65.87,Afternoon,0.6383,100.0,0.0
812,20240817,6075,1088,7854,8233.76,4749.43,2704.93,779.41,0.0,85.91,0.27,73.08,Afternoon,1.0484,89.68,0.0
401,20240817,6076,1107,5813,9292.92,6865.12,1758.95,668.86,0.0,84.41,0.38,80.0,Afternoon,1.5986,90.15,0.0
201,20240817,6098,1185,4479,4547.12,2140.46,1735.01,671.65,0.0,87.7,0.54,69.12,Night,1.0152,50.65,0.0
154,20240818,6028,1121,10586,12278.17,8576.62,2386.5,1315.05,0.0,88.56,0.29,92.0,Morning,1.1598,87.48,0.0
992,20240819,6006,1155,10862,17588.68,14640.83,2301.43,646.42,1.6,91.84,0.56,97.14,Afternoon,1.6193,57.7,800.0
353,20240819,6046,1064,10365,7885.92,3114.32,3507.63,1263.98,3.7,88.02,0.07,63.2,Night,0.7608,79.28,1850.0
586,20240819,6066,1020,9107,7610.16,4057.28,2893.27,659.62,0.0,84.4,0.1,70.33,Night,0.8356,84.61,0.0
930,20240820,6048,1002,10957,9338.68,4730.11,3568.8,1039.76,0.0,90.18,0.1,79.36,Afternoon,0.8523,95.21,0.0
239,20240820,6057,1004,13892,12255.13,6449.34,4147.87,1657.91,0.0,86.94,0.1,75.9,Night,0.8822,100.0,0.0
38,20240820,6087,1170,5630,7927.26,5442.11,1795.6,689.55,0.0,88.25,0.37,74.89,Morning,1.408,80.49,0.0
183,20240821,6011,1034,19288,14923.57,8775.68,3350.04,2797.84,0.0,91.8,0.09,75.11,Morning,0.7737,81.95,0.0
565,20240821,6046,1056,10081,12739.77,8661.99,3268.07,809.71,0.0,83.68,0.2,78.51,Night,1.2637,65.22,0.0
583,20240821,6053,1138,8498,10532.13,6524.94,2926.87,1080.33,0.0,89.33,0.28,82.67,Night,1.2394,71.98,0.0
377,20240821,6064,1042,8959,12695.62,8350.16,3284.33,1061.12,3.1,86.31,0.27,89.52,Afternoon,1.4171,114.83,1550.0
962,20240821,6100,1155,4005,7314.51,5497.82,1254.94,561.76,2.7,81.63,0.63,58.25,Night,1.8263,38.42,1350.0
261,20240822,6091,1184,3495,3196.71,1688.2,1147.1,361.41,0.0,80.79,0.55,72.29,Night,0.9147,35.8,0.0
749,20240823,6017,1081,19283,16436.01,11626.65,3780.65,1028.71,0.0,89.22,0.28,82.93,Morning,0.8524,82.5,0.0
508,20240823,6095,1077,9151,6667.42,2700.4,2935.61,1031.4,0.0,83.02,0.05,79.89,Night,0.7286,96.97,0.0
723,20240823,6099,1004,9924,8698.72,4427.48,3484.19,787.05,0.0,85.34,0.1,82.0,Morning,0.8765,100.0,0.0
698,20240824,6010,1023,19045,14726.33,8899.74,4665.98,1160.6,0.0,88.05,0.1,80.41,Night,0.7732,98.47,0.0
854,20240824,6058,1053,11551,15560.1,10561.65,3980.25,1018.2,0.0,88.17,0.19,79.79,Afternoon,1.3471,95.56,0.0
228,20240824,6068,1116,5847,9915.45,7204.85,2019.91,690.7,0.0,82.1,0.37,81.26,Morning,1.6958,73.57,0.0
322,20240824,6091,1151,4937,9382.28,7001.21,1934.14,446.93,0.0,84.15,0.47,74.72,Morning,1.9004,50.57,0.0
386,20240824,6097,1180,8992,12492.04,8730.95,2711.21,1049.88,0.0,86.74,0.38,88.2,Morning,1.3892,81.38,0.0
192,20240824,6099,1163,6707,9214.76,6460.85,2356.55,397.36,0.0,84.36,0.36,77.58,Night,1.3739,67.58,0.0
524,20240825,6031,1163,12051,15306.21,11553.93,2858.41,893.87,0.0,91.75,0.4,75.55,Afternoon,1.2701,79.91,0.0
649,20240826,6002,1015,20579,14758.24,9332.83,3104.16,2321.24,0.0,94.07,0.09,80.34,Morning,0.7172,86.7,0.0
309,20240826,6040,1005,12011,9193.75,5516.03,2822.11,855.61,0.0,85.99,0.1,68.48,Night,0.7654,70.96,0.0
448,20240826,6044,1155,5959,10688.17,8604.95,1638.5,444.72,0.0,92.23,0.47,74.22,Morning,1.7936,39.07,0.0
456,20240827,6024,1143,7581,13121.87,10480.47,1951.52,689.88,0.0,89.69,0.48,91.4,Morning,1.7309,53.94,0.0
705,20240827,6050,1044,10361,13082.85,9020.4,3231.36,831.09,0.0,87.91,0.19,82.82,Morning,1.2627,83.19,0.0
132,20240827,6066,1091,7300,8391.1,4495.28,2901.97,993.86,0.0,81.49,0.28,67.71,Afternoon,1.1495,67.82,0.0
562,20240827,6075,1062,8758,6548.73,2551.78,2844.44,1152.51,0.0,86.5,0.05,73.07,Night,0.7477,100.0,0.0
931,20240827,6084,1062,8570,6518.55,2572.18,3326.35,620.02,0.0,87.43,0.05,75.1,Morning,0.7606,100.0,0.0
855,20240827,6097,1175,6410,9318.23,6417.16,2495.4,405.67,0.0,89.11,0.39,67.39,Afternoon,1.4537,58.01,0.0
530,20240827,6098,1035,8843,8116.23,3911.75,3407.97,796.51,0.0,86.79,0.09,67.28,Afternoon,0.9178,100.0,0.0
991,20240828,6038,1059,7959,9962.06,6843.14,1940.91,1178.02,0.0,87.95,0.19,73.22,Morning,1.2517,70.88,0.0
215,20240829,6027,1054,10454,12526.9,9419.85,2154.26,952.79,0.0,89.61,0.19,82.87,Night,1.1983,66.05,0.0
975,20240829,6064,1139,6858,8158.14,5282.81,2492.08,383.25,0.0,87.96,0.27,84.13,Afternoon,1.1896,76.55,0.0
429,20240830,6024,1194,7112,5678.42,3711.26,1543.85,423.32,0.0,86.5,0.55,80.43,Night,0.7984,50.6,0.0
428,20240830,6036,1130,9072,10191.5,7575.26,2135.28,480.95,0.0,88.7,0.28,83.02,Morning,1.1234,77.31,0.0
77,20240830,6042,1067,13982,9301.96,3990.54,4227.57,1083.85,2.5,85.9,0.07,66.32,Night,0.6653,110.06,1250.0
196,20240830,6057,1146,7525,13412.9,10351.33,2506.83,554.73,0.0,86.34,0.47,70.9,Morning,1.7824,54.17,0.0
162,20240831,6004,1064,29326,18953.18,8860.4,6347.22,3745.57,0.0,97.96,0.05,98.41,Morning,0.6463,100.0,0.0
151,20240901,6051,1097,7044,6624.09,4063.94,1842.6,717.55,0.0,84.81,0.28,56.52,Night,0.9404,69.26,0.0
237,20240901,6081,1013,5916,5735.75,2567.09,2301.03,867.62,0.0,83.28,0.1,59.17,Morning,0.9695,75.48,0.0
941,20240901,6091,1167,4934,7464.55,5140.41,1846.62,477.51,0.0,84.7,0.37,65.53,Morning,1.5129,50.54,0.0
648,20240903,6046,1073,15457,10619.3,4589.46,5190.53,839.3,0.0,90.88,0.05,67.72,Morning,0.687,100.0,0.0
12,20240903,6062,1200,3540,3477.85,1741.02,1299.19,437.63,0.0,81.57,0.57,56.38,Afternoon,0.9824,29.69,0.0
217,20240904,6044,1125,7800,9831.15,6085.71,2611.95,1133.5,0.0,89.44,0.29,56.56,Night,1.2604,51.14,0.0
272,20240905,6005,1089,20279,17399.74,12100.35,3620.34,1679.05,0.0,90.62,0.3,71.36,Morning,0.858,81.95,0.0
651,20240905,6015,1146,7202,12149.98,10133.55,1238.77,777.66,0.0,87.21,0.49,60.94,Afternoon,1.687,40.76,0.0
710,20240905,6029,1021,9061,6890.06,4225.86,1841.68,822.52,0.0,88.81,0.09,63.02,Afternoon,0.7604,76.36,0.0
751,20240905,6042,1195,5840,5191.35,3055.53,1514.61,621.21,0.0,85.37,0.56,60.34,Afternoon,0.8889,41.18,0.0
91,20240905,6059,1189,4536,4197.62,2356.21,1533.9,307.5,0.0,84.27,0.55,61.21,Afternoon,0.9254,27.39,0.0
658,20240905,6093,1037,5775,5718.99,2663.87,2205.74,849.38,0.0,84.75,0.1,64.64,Afternoon,0.9903,86.63,0.0
164,20240906,6014,1036,13645,11182.06,6063.86,3367.24,1750.96,0.0,89.53,0.1,61.87,Morning,0.8195,100.0,0.0
578,20240906,6027,1164,6074,8116.46,6119.82,1499.09,497.55,0.0,86.33,0.4,52.32,Night,1.3363,38.38,0.0
628,20240906,6063,1084,6893,6965.12,4080.59,2282.5,602.03,0.0,87.94,0.28,65.62,Morning,1.0105,66.12,0.0
519,20240907,6039,1037,10693,7991.64,4584.43,2802.45,604.77,0.0,84.82,0.1,69.26,Morning,0.7474,65.87,0.0
513,20240907,6054,1046,6380,8280.1,5716.05,1897.66,666.39,2.5,89.06,0.26,56.68,Night,1.2978,48.23,1250.0
802,20240907,6074,1090,6230,6493.05,3830.2,2268.48,394.36,0.0,85.31,0.28,62.04,Afternoon,1.0422,65.97,0.0
300,20240907,6079,1167,5715,7796.2,5478.3,2000.82,317.08,0.0,82.95,0.37,59.26,Afternoon,1.3642,60.59,0.0
487,20240908,6007,1058,10568,13230.0,9720.29,2250.69,1259.02,0.0,90.12,0.18,57.91,Night,1.2519,37.48,0.0
719,20240908,6087,1171,5728,7904.31,5552.36,2000.7,351.25,0.0,87.8,0.39,57.16,Night,1.3799,81.89,0.0
200,20240908,6096,1018,5865,4944.25,2598.7,1888.57,456.97,0.0,82.35,0.1,51.95,Afternoon,0.843,63.59,0.0
850,20240909,6031,1182,5105,4117.29,2667.15,1023.0,427.14,0.0,84.8,0.59,55.38,Night,0.8065,33.85,0.0
440,20240909,6047,1024,10477,8620.52,4584.62,2707.07,1328.83,0.0,89.61,0.09,60.1,Morning,0.8228,95.94,0.0
691,20240909,6049,1138,8052,9414.52,6644.61,2215.42,554.49,0.0,83.78,0.29,62.83,Night,1.1692,61.63,0.0
808,20240909,6086,1097,6053,6013.51,3596.88,1945.15,471.48,0.0,85.99,0.3,59.74,Night,0.9935,57.23,0.0
381,20240910,6064,1097,7202,7837.51,4189.57,2744.55,903.39,0.0,83.25,0.28,67.62,Afternoon,1.0882,80.39,0.0
899,20240911,6004,1053,10015,12531.68,9041.55,2429.47,1060.66,0.0,90.4,0.19,56.65,Night,1.2513,34.15,0.0
348,20240911,6006,1160,7822,12508.37,10822.42,1261.68,424.26,0.0,89.63,0.46,66.58,Night,1.5991,38.78,0.0
355,20240911,6007,1156,8947,15100.02,11904.25,2143.36,1052.41,0.0,90.37,0.47,57.17,Afternoon,1.6877,31.73,0.0
476,20240911,6090,1012,8198,7811.7,3776.97,3154.43,880.3,0.0,87.9,0.09,68.03,Morning,0.9529,100.0,0.0
462,20240911,6092,1191,2358,2283.7,1235.01,807.33,241.37,4.7,84.1,0.75,52.63,Night,0.9685,36.98,2350.0
704,20240913,6004,1032,14608,11054.26,6566.13,2630.49,1857.63,0.0,90.73,0.1,61.85,Afternoon,0.7567,49.81,0.0
27,20240913,6048,1096,7946,7437.96,4778.47,2210.15,449.33,0.0,84.22,0.28,56.62,Morning,0.9361,69.05,0.0
13,20240913,6054,1071,11593,7451.09,3368.85,2993.96,1088.28,0.0,83.61,0.05,70.36,Morning,0.6427,78.51,0.0
594,20240913,6069,1020,5932,5174.14,2762.98,1911.28,499.89,0.0,84.12,0.09,57.13,Afternoon,0.8722,68.19,0.0
913,20240914,6009,1130,10492,11280.65,8339.3,1746.92,1194.43,0.0,94.11,0.3,63.17,Night,1.0752,57.4,0.0
216,20240914,6028,1152,6187,11145.77,8869.25,1731.24,545.29,0.0,89.54,0.5,72.14,Morning,1.8015,51.13,0.0
122,20240914,6043,1124,8881,10456.55,7379.78,2292.71,784.07,0.0,88.74,0.3,67.56,Afternoon,1.1774,54.18,0.0
191,20240914,6051,1132,7709,8647.09,6196.62,2006.02,444.46,0.0,89.43,0.29,58.66,Morning,1.1217,75.79,0.0
755,20240914,6063,1089,7951,8613.37,4693.85,2934.75,984.77,0.0,87.39,0.27,67.97,Morning,1.0833,76.27,0.0
493,20240914,6094,1015,5720,5198.12,2639.72,2078.41,480.0,0.0,84.84,0.1,62.21,Morning,0.9088,68.73,0.0
446,20240915,6010,1150,9839,15353.62,13146.41,1679.94,527.28,0.0,89.58,0.45,69.89,Morning,1.5605,50.87,0.0
248,20240915,6056,1175,6722,8963.05,6914.27,1691.32,357.46,0.0,92.21,0.38,54.55,Night,1.3334,56.23,0.0
39,20240915,6065,1053,4541,6251.95,4123.56,1654.67,473.71,0.0,87.36,0.2,62.47,Afternoon,1.3768,42.41,0.0
881,20240915,6074,1016,8151,7226.29,3576.44,2971.97,677.87,0.0,87.34,0.09,68.74,Morning,0.8866,86.31,0.0
800,20240916,6038,1072,10371,7494.09,3237.58,3031.79,1224.72,0.0,88.13,0.05,62.45,Morning,0.7226,92.36,0.0
981,20240916,6060,1009,8554,6906.3,3707.6,2556.94,641.75,0.0,84.1,0.1,59.26,Night,0.8074,72.19,0.0
66,20240916,6060,1093,8009,7573.53,4988.36,2120.86,464.31,0.0,83.84,0.28,56.81,Morning,0.9456,67.59,0.0
759,20240917,6010,1168,11256,14306.71,11016.23,1854.76,1435.72,1.6,88.51,0.41,70.17,Morning,1.271,62.35,800.0
640,20240917,6040,1172,7780,9958.08,7474.64,1927.03,556.41,0.0,91.16,0.38,63.04,Night,1.28,45.96,0.0
88,20240917,6063,1144,4609,8312.66,6306.06,1406.06,600.54,0.0,85.27,0.47,59.13,Morning,1.8036,44.21,0.0
230,20240917,6087,1197,2665,2411.28,1293.18,803.1,315.0,0.0,81.28,0.56,53.6,Night,0.9048,38.1,0.0
635,20240917,6096,1179,4817,7072.63,4983.13,1677.52,411.99,0.0,85.39,0.39,50.83,Night,1.4683,52.23,0.0
486,20240918,6014,1054,11904,14490.2,11071.14,2231.72,1187.34,0.0,95.12,0.19,58.76,Night,1.2173,87.24,0.0
140,20240918,6019,1049,11963,14365.76,11134.52,2426.04,805.19,0.0,93.91,0.2,72.52,Morning,1.2008,68.56,0.0
747,20240918,6049,1112,8620,13811.85,10572.86,2391.24,847.76,0.0,86.01,0.37,67.74,Morning,1.6023,65.98,0.0
80,20240918,6086,1116,4387,7729.55,5491.45,1692.76,545.34,0.0,87.88,0.39,56.71,Night,1.7619,41.48,0.0
52,20240919,6011,1173,9619,12121.04,9660.24,1450.43,1010.37,0.0,91.31,0.38,56.19,Night,1.2601,40.87,0.0
465,20240919,6029,1038,11866,9571.93,5428.7,3039.31,1103.92,0.0,91.99,0.1,65.89,Afternoon,0.8067,100.0,0.0
665,20240919,6030,1130,6530,8144.59,5282.66,1917.26,944.68,1.0,91.57,0.33,63.78,Afternoon,1.2473,48.58,500.0
159,20240919,6056,1031,10574,8489.05,4521.63,3403.66,563.76,0.0,91.43,0.1,57.45,Morning,0.8028,88.46,0.0
103,20240920,6033,1063,11718,7904.46,3481.32,3442.28,980.86,0.0,84.86,0.05,56.87,Night,0.6746,100.0,0.0
54,20240920,6047,1094,7612,6817.99,4346.39,2078.1,393.49,0.0,83.9,0.3,56.74,Night,0.8957,69.71,0.0
320,20240920,6052,1099,9763,9627.98,6122.69,2714.93,790.37,0.9,88.19,0.33,67.55,Afternoon,0.9862,103.9,450.0
398,20240920,6053,1142,6961,11846.29,9539.45,1921.91,384.93,0.0,87.29,0.46,63.87,Night,1.7018,58.96,0.0
254,20240920,6071,1082,5644,5972.34,3480.91,2158.33,333.1,0.0,89.09,0.29,59.03,Night,1.0582,81.27,0.0
512,20240920,6091,1080,7492,5743.96,2255.8,2974.86,513.31,3.0,88.09,0.07,67.64,Morning,0.7667,87.71,1500.0
917,20240921,6084,1135,5187,6140.91,4293.99,1586.46,260.47,1.9,81.92,0.33,59.33,Night,1.1839,65.73,950.0
541,20240922,6070,1068,5856,3911.05,1679.5,1865.22,366.33,1.9,85.26,0.06,52.87,Night,0.6679,99.04,950.0
642,20240922,6095,1185,3161,3142.33,1603.59,1095.34,443.4,0.0,85.11,0.56,57.97,Morning,0.9941,33.5,0.0
895,20240923,6052,1129,6380,7710.82,5024.39,2158.57,527.86,0.0,84.18,0.29,58.14,Morning,1.2086,65.35,0.0
764,20240923,6056,1195,5347,4834.55,2710.96,1663.2,460.4,0.0,84.33,0.58,60.6,Night,0.9042,44.73,0.0
725,20240923,6064,1118,5277,8754.89,6290.89,1925.24,538.76,2.5,81.59,0.51,59.15,Night,1.6591,65.75,1250.0
979,20240923,6091,1077,9762,7361.67,3052.49,3136.04,1173.14,0.0,86.97,0.05,62.02,Afternoon,0.7541,100.0,0.0
976,20240924,6018,1077,19570,11972.5,6097.11,3171.83,2703.57,0.0,92.2,0.05,72.4,Morning,0.6118,98.9,0.0
28,20240924,6046,1174,6705,9196.84,6439.21,2151.48,606.15,0.0,85.42,0.37,58.3,Afternoon,1.3716,43.38,0.0
231,20240924,6050,1088,9274,9835.26,5624.38,3038.82,1172.06,0.0,88.1,0.29,59.55,Morning,1.0605,74.46,0.0
247,20240924,6052,1119,7034,11265.88,8047.57,2375.01,843.3,0.0,86.81,0.4,59.15,Afternoon,1.6016,72.05,0.0
829,20240924,6056,1020,11954,10348.68,5350.71,3823.72,1174.24,0.0,90.55,0.1,73.85,Morning,0.8657,100.0,0.0
822,20240924,6087,1125,5700,7140.71,4627.9,1955.96,556.84,0.0,88.53,0.29,61.3,Night,1.2528,81.49,0.0
906,20240925,6005,1074,24747,16849.46,7193.4,6092.74,3563.32,0.9,95.78,0.06,65.79,Morning,0.6809,103.9,450.0
16,20240925,6012,1058,12952,14438.76,11264.89,2210.42,963.45,0.0,92.17,0.19,65.11,Night,1.1148,78.0,0.0
625,20240925,6012,1115,9248,14037.99,10843.65,2120.29,1074.05,0.0,92.42,0.4,70.0,Morning,1.5179,55.69,0.0
161,20240925,6057,1186,5349,5004.68,2663.51,1747.4,593.77,0.8,89.19,0.64,64.39,Afternoon,0.9356,39.83,400.0
987,20240926,6003,1056,11323,13895.72,10412.12,2325.15,1158.44,0.0,95.03,0.19,61.54,Night,1.2272,57.53,0.0
204,20240926,6074,1114,3354,5589.05,4090.56,1167.77,330.72,0.0,82.75,0.37,51.73,Night,1.6664,35.51,0.0
458,20240926,6087,1063,6995,5601.02,2083.56,2471.46,1046.0,0.0,87.15,0.05,63.55,Afternoon,0.8007,100.0,0.0
882,20240926,6092,1041,5998,8260.63,5183.79,2181.14,895.7,0.0,87.78,0.2,61.78,Afternoon,1.3772,75.64,0.0
580,20240927,6032,1003,8031,6171.36,3599.43,1712.91,859.03,0.0,87.39,0.1,59.42,Morning,0.7684,61.51,0.0
548,20240927,6068,1195,2961,2747.03,1424.1,1037.64,285.29,4.1,83.75,0.83,50.71,Afternoon,0.9277,44.94,2050.0
329,20240927,6087,1193,3495,3503.4,1708.3,1358.48,436.61,0.0,81.1,0.58,57.03,Morning,1.0024,49.96,0.0
176,20240928,6005,1115,15146,21816.25,18260.23,2558.31,997.71,0.0,90.72,0.39,67.15,Afternoon,1.4404,61.2,0.0
81,20240928,6014,1014,12832,9255.62,5512.33,3078.03,665.26,0.0,93.21,0.1,58.8,Afternoon,0.7213,94.04,0.0
153,20240928,6048,1152,6582,12215.5,9356.09,2025.81,833.6,0.0,90.62,0.49,63.07,Afternoon,1.8559,57.19,0.0
145,20240928,6069,1108,4811,7943.78,5591.63,1654.53,697.61,0.0,86.98,0.4,58.32,Afternoon,1.6512,55.31,0.0
936,20240928,6072,1117,5175,8844.04,6449.17,1821.15,573.72,0.0,88.26,0.37,63.27,Afternoon,1.709,53.18,0.0
874,20240928,6073,1056,5517,6971.81,4767.72,1794.08,410.01,0.0,87.92,0.18,58.49,Morning,1.2637,66.97,0.0
799,20240928,6077,1133,5478,6424.92,4201.05,1872.42,351.45,0.0,83.67,0.29,57.72,Night,1.1729,67.53,0.0
275,20240929,6073,1189,3579,3048.7,1725.99,1138.67,184.05,0.0,81.59,0.59,62.32,Afternoon,0.8518,43.45,0.0
879,20241001,6028,1010,7952,6180.4,3410.84,2313.12,456.45,0.0,85.16,0.09,58.6,Afternoon,0.7772,65.71,0.0
69,20241001,6071,1057,5134,6882.39,4732.28,1808.2,341.91,4.5,88.89,0.29,58.9,Night,1.3406,90.98,2250.0
293,20241001,6081,1144,4798,8899.73,6639.02,1799.55,461.15,0.0,87.87,0.49,61.45,Morning,1.8549,61.21,0.0
470,20241001,6085,1027,8591,7176.11,3677.62,3067.85,430.64,2.0,86.85,0.11,69.2,Morning,0.8353,109.09,1000.0
43,20241002,6079,1072,8191,6488.81,2376.75,2922.83,1189.23,0.0,82.46,0.05,61.51,Afternoon,0.7922,86.84,0.0
521,20241004,6054,1146,7321,14093.1,10756.47,2501.67,834.96,0.0,89.46,0.47,69.15,Morning,1.925,49.58,0.0
961,20241004,6068,1066,7947,6321.54,2471.39,2717.97,1132.19,0.0,83.97,0.05,57.28,Afternoon,0.7955,100.0,0.0
315,20241005,6021,1067,9587,6164.51,2809.33,2805.62,549.56,0.0,92.05,0.05,55.94,Night,0.643,87.77,0.0
943,20241005,6058,1034,9431,8131.21,4430.08,2551.9,1149.23,3.7,88.03,0.13,56.48,Afternoon,0.8622,92.24,1850.0
767,20241006,6090,1094,4814,5267.35,2897.19,1882.53,487.63,0.0,81.07,0.28,57.11,Night,1.0942,58.72,0.0
809,20241006,6095,1188,3235,2906.81,1685.81,1046.54,174.47,0.0,83.51,0.59,56.8,Night,0.8986,34.28,0.0
887,20241007,6031,1157,5754,9881.53,8050.9,1163.25,667.37,0.0,87.99,0.48,61.02,Morning,1.7173,38.15,0.0
2,20241007,6044,1135,8263,9523.42,6431.66,2502.62,589.15,0.0,88.25,0.27,61.72,Night,1.1525,54.18,0.0
90,20241007,6055,1200,4640,4187.89,2258.8,1399.52,529.57,0.0,91.6,0.55,57.22,Night,0.9026,32.65,0.0
235,20241007,6059,1190,5904,5049.81,2984.88,1756.5,308.43,1.7,87.0,0.66,68.85,Morning,0.8553,38.37,850.0
965,20241010,6012,1032,12687,9651.39,5508.91,2861.46,1281.02,0.0,87.42,0.1,71.5,Morning,0.7607,76.4,0.0
143,20241010,6080,1136,3588,4785.89,2977.6,1305.53,502.76,0.0,84.48,0.27,50.27,Night,1.3339,34.37,0.0
912,20241011,6042,1167,8077,11504.83,8267.49,2119.95,1117.39,0.0,89.98,0.39,64.02,Afternoon,1.4244,56.96,0.0
481,20241011,6084,1162,4353,6488.91,4525.99,1719.06,243.86,0.0,84.52,0.38,50.37,Night,1.4907,50.79,0.0
286,20241011,6087,1124,4338,5205.66,3306.82,1436.6,462.24,0.0,81.9,0.28,49.11,Night,1.2,62.02,0.0
868,20241011,6092,1080,6170,4736.67,1914.81,2108.7,713.16,0.0,85.8,0.05,50.98,Night,0.7677,77.81,0.0
174,20241012,6039,1116,6100,9372.27,7454.85,1500.21,417.2,0.0,83.72,0.38,51.59,Afternoon,1.5364,37.58,0.0
956,20241012,6064,1122,4800,5674.52,3815.26,1462.43,396.83,0.0,87.58,0.29,66.03,Afternoon,1.1822,53.58,0.0
99,20241013,6001,1003,19059,13611.55,9004.26,3509.55,1097.75,0.0,90.38,0.1,62.67,Morning,0.7142,95.08,0.0
606,20241013,6012,1059,13075,15340.15,11684.29,2410.08,1245.78,0.0,90.36,0.19,82.24,Night,1.1732,78.74,0.0
68,20241013,6088,1151,3711,6740.48,4959.05,1470.2,311.24,0.0,88.43,0.46,50.36,Night,1.8164,39.37,0.0
314,20241016,6004,1177,11431,16114.49,11834.96,2784.02,1495.51,0.0,93.86,0.37,57.78,Afternoon,1.4097,38.98,0.0
762,20241016,6029,1087,9048,8887.39,5506.66,2181.48,1199.24,0.0,84.18,0.29,54.35,Night,0.9822,76.25,0.0
59,20241017,6054,1199,4898,4779.59,2517.16,1568.81,693.62,0.0,88.88,0.57,57.77,Night,0.9758,33.17,0.0
308,20241017,6071,1142,4049,7545.31,5814.9,1433.77,296.64,0.0,86.76,0.49,59.9,Morning,1.8635,58.3,0.0
9,20241018,6004,1066,21102,12097.24,6513.34,4254.23,1329.67,2.0,97.56,0.06,62.43,Afternoon,0.5733,78.5,1000.0
990,20241019,6027,1004,8299,6282.6,3654.55,2157.07,470.98,0.0,86.58,0.09,58.24,Afternoon,0.757,52.43,0.0
699,20241019,6050,1118,6831,11087.23,8255.14,1985.45,846.64,0.0,84.85,0.4,55.47,Night,1.6231,54.85,0.0
483,20241020,6086,1170,5280,7514.2,5368.83,1597.58,547.79,0.0,83.41,0.38,66.72,Morning,1.4231,49.92,0.0
886,20241020,6093,1027,5793,4705.68,2497.73,1900.01,307.94,0.0,82.67,0.1,55.19,Morning,0.8123,86.9,0.0
184,20241021,6057,1042,7280,9390.59,6649.59,1899.64,841.35,0.0,90.62,0.18,68.57,Morning,1.2899,52.4,0.0
775,20241021,6093,1109,4680,7852.26,5744.64,1451.81,655.81,2.4,83.79,0.56,57.14,Morning,1.6778,78.01,1200.0
266,20241022,6013,1190,6165,4554.76,3052.13,1033.81,468.82,0.0,87.35,0.57,64.81,Morning,0.7388,43.62,0.0
385,20241022,6030,1164,9589,12577.79,9642.43,2093.64,841.72,0.0,92.21,0.39,72.04,Night,1.3117,68.37,0.0
74,20241022,6075,1132,4917,6179.03,3896.37,1786.94,495.71,0.0,86.63,0.27,61.03,Afternoon,1.2567,56.14,0.0
405,20241022,6080,1090,5580,5746.33,3270.06,1831.75,644.51,0.0,89.06,0.29,70.48,Morning,1.0298,53.45,0.0
730,20241022,6083,1052,4873,6076.89,4191.94,1560.67,324.28,0.0,88.23,0.19,64.05,Morning,1.2471,57.93,0.0
296,20241023,6026,1043,7760,9794.96,6994.54,2114.56,685.85,0.0,87.5,0.19,56.5,Afternoon,1.2622,53.68,0.0
675,20241023,6080,1036,5930,5910.9,2796.5,2268.51,845.88,0.0,84.05,0.1,52.55,Night,0.9968,56.8,0.0
963,20241024,6037,1066,12953,9273.88,3820.48,3546.58,1906.82,0.6,86.95,0.06,64.92,Afternoon,0.716,79.9,300.0
404,20241024,6037,1137,6637,8082.74,5460.99,1948.37,673.38,0.0,88.07,0.28,60.34,Night,1.2178,39.91,0.0
365,20241024,6078,1020,7111,6370.94,3311.95,2382.45,676.53,0.0,85.88,0.1,60.94,Morning,0.8959,64.52,0.0
760,20241024,6081,1024,5537,5067.82,2426.35,2003.01,638.46,3.1,84.41,0.14,61.56,Afternoon,0.9153,81.12,1550.0
116,20241024,6092,1098,5523,6132.02,3341.58,2065.9,724.53,0.0,85.96,0.29,63.03,Afternoon,1.1103,69.65,0.0
546,20241025,6024,1135,9270,11369.46,7747.61,2371.23,1250.63,0.2,88.15,0.34,64.6,Night,1.2265,66.51,100.0
924,20241026,6063,1025,7998,7847.04,3756.16,2943.78,1147.11,0.0,88.16,0.1,63.19,Afternoon,0.9811,76.72,0.0
518,20241026,6076,1049,3910,5406.71,3640.38,1486.81,279.52,0.0,83.7,0.19,51.16,Afternoon,1.3828,60.64,0.0
78,20241026,6098,1148,3667,6765.21,5372.97,1169.73,222.51,0.0,80.95,0.49,57.51,Night,1.8449,41.47,0.0
311,20241027,6029,1143,5979,10170.6,8284.23,1200.43,685.93,0.0,91.91,0.46,63.04,Morning,1.7011,50.39,0.0
208,20241028,6017,1048,13229,14232.69,11374.4,2056.34,801.96,0.0,92.76,0.18,65.55,Morning,1.0759,56.6,0.0
157,20241028,6031,1159,6421,11302.24,8877.64,1698.04,726.57,0.0,90.29,0.47,61.69,Afternoon,1.7602,42.58,0.0
752,20241028,6047,1049,8217,11160.85,7762.46,2748.66,649.74,0.0,86.57,0.18,66.5,Afternoon,1.3583,75.25,0.0
112,20241028,6098,1081,5371,5042.51,3080.91,1626.4,335.2,0.0,80.96,0.28,56.04,Afternoon,0.9388,60.74,0.0
695,20241030,6056,1109,8450,13890.75,10437.1,2611.36,842.28,0.0,89.8,0.4,71.41,Morning,1.6439,70.69,0.0
866,20241030,6058,1017,11861,9795.93,5456.79,3490.22,848.92,0.0,87.13,0.1,67.41,Morning,0.8259,98.12,0.0
