HR_ID,DateKey,EmployeeID,Hours_Worked,Overtime_Hours,Absenteeism_Days,Productivity_Score,Training_Hours,Employee_Satisfaction_Score,Turnover_Risk_Score,Performance_Rating,Salary,Benefits_Cost,Efficiency_Ratio,Projects_Completed,Promotion_Eligibility,High_Potential
727,20240801,1656,189.42,0.0,0.9,93.21,37.62,90.4,0.0,4,286851,8839.26,0.86,9,1,1
728,20240801,1422,209.6,13.23,1.0,94.39,31.77,87.02,0.0,4,190946,4125.05,0.8,9,0,0
729,20240801,1375,189.52,17.34,1.2,88.37,25.49,77.7,9.0,3,122669,3147.85,1.02,3,1,0
730,20240801,1478,189.53,15.51,1.5,92.33,19.99,82.12,0.0,4,111605,3389.16,0.81,5,0,0
731,20240801,1449,183.59,0.0,3.1,81.58,17.1,91.27,7.24,3,50288,1323.57,1.1,5,1,0
732,20240801,1753,188.62,0.0,1.1,91.6,26.42,86.83,0.0,4,199483,5282.18,0.86,3,1,1
733,20240801,1677,160.51,0.0,3.2,81.66,15.59,85.03,2.67,3,88702,2068.44,1.2,8,1,1
734,20240801,1565,216.88,0.0,0.4,95.64,40.65,84.44,0.0,5,422312,10740.84,0.96,5,0,1
735,20240801,1688,175.42,0.0,2.5,90.76,19.57,77.11,0.0,4,144941,3441.86,0.99,1,0,0
736,20240801,1612,178.43,0.0,3.4,83.58,9.7,87.2,1.14,3,78093,1913.19,0.86,10,0,1
737,20240801,1488,184.21,0.0,0.7,91.69,23.37,81.52,0.0,4,222996,4809.94,0.84,5,0,1
738,20240801,1736,176.21,0.0,2.3,87.55,17.1,77.87,0.0,3,132920,4062.98,1.17,5,0,1
739,20240801,1479,178.26,0.0,2.6,88.71,13.92,76.85,4.5,3,72328,2338.57,0.95,6,1,1
740,20240801,1459,199.87,19.41,1.3,90.84,26.91,89.1,0.0,4,192968,6249.81,1.1,5,0,1
741,20240801,1652,180.1,0.0,1.9,84.42,20.58,92.39,0.46,3,113271,3552.7,1.04,9,1,1
742,20240801,1508,179.11,0.0,2.0,92.14,21.89,94.39,0.0,4,112257,2351.42,0.97,6,1,0
743,20240801,1307,220.0,7.12,0.5,93.07,35.36,82.79,0.0,4,491074,13962.96,1.13,10,1,0
744,20240801,1483,173.29,0.0,1.9,87.59,19.28,75.84,0.0,3,165782,5139.23,0.92,6,0,0
745,20240801,1684,172.71,12.45,3.1,85.34,10.44,85.7,0.0,3,52788,1684.09,0.81,10,1,0
746,20240801,1540,170.18,19.29,3.9,85.58,8.43,93.46,9.0,3,42008,906.26,1.08,1,0,0
747,20240801,1379,214.57,0.0,0.5,96.98,32.74,91.56,0.0,5,312312,10295.78,1.06,2,0,0
748,20240801,1648,152.85,0.0,2.9,80.66,12.79,92.14,3.47,3,68745,1533.01,1.01,10,0,1
749,20240801,1467,165.54,0.0,2.5,85.17,12.49,85.86,0.0,3,79822,1891.42,0.84,1,1,1
750,20240801,1625,220.0,0.0,0.4,90.97,39.91,87.16,0.0,4,401035,9389.62,1.11,6,1,0
751,20240801,1505,220.0,0.0,0.4,96.72,38.2,78.74,0.0,5,363511,11756.4,1.05,3,1,0
752,20240801,1770,209.15,0.0,0.7,91.94,31.16,78.53,0.0,4,277635,6689.4,1.01,4,0,1
753,20240801,1374,213.92,0.0,1.0,91.59,36.28,80.91,4.5,4,245125,8073.85,1.18,9,0,0
754,20240801,1791,184.85,16.53,1.9,84.64,11.53,76.28,0.29,3,60147,1288.15,1.12,8,0,0
755,20240801,1371,184.38,0.0,2.2,86.03,18.48,79.62,0.0,3,76824,1847.11,1.06,10,0,1
756,20240801,1341,182.23,0.0,2.9,81.69,15.86,79.16,2.65,3,75569,2275.57,0.99,4,1,1
757,20240801,1723,199.92,7.45,1.5,87.7,28.86,86.01,0.0,3,164059,4802.81,0.93,2,0,1
758,20240801,1683,170.53,0.0,2.3,88.8,12.31,89.66,0.0,3,58780,1957.84,0.89,10,0,1
759,20240801,1691,220.0,0.0,0.4,90.82,46.9,85.92,0.0,4,343062,7207.31,1.13,1,0,1
760,20240801,1735,191.17,15.58,1.5,85.22,17.53,76.09,9.0,3,137108,4292.38,1.1,3,1,1
761,20240801,1519,178.32,0.0,1.4,86.95,26.49,88.74,0.0,3,181317,5794.7,0.96,4,1,1
762,20240801,1660,155.33,0.0,2.7,83.58,12.96,92.27,10.14,3,55545,1745.83,1.01,4,1,1
763,20240801,1779,155.1,0.0,2.4,85.63,13.89,86.0,4.5,3,84751,2395.85,1.08,3,0,0
764,20240801,1337,220.0,18.86,0.6,94.36,46.64,83.15,0.0,4,406177,10994.33,0.85,10,0,1
765,20240801,1579,181.43,0.0,1.5,86.96,28.84,84.26,0.0,3,179431,4151.31,1.03,9,1,0
766,20240801,1489,170.76,18.15,1.6,92.95,23.52,81.88,0.0,4,143338,3319.77,1.02,1,1,1
767,20240801,1574,165.46,0.0,1.9,87.55,24.21,90.84,0.0,3,97985,2051.23,1.05,2,1,0
768,20240801,1312,172.23,6.79,3.1,81.22,10.79,80.08,3.02,3,72703,1530.46,0.85,3,1,0
769,20240801,1653,172.54,0.0,3.1,83.35,14.15,88.84,1.32,3,64168,1664.82,0.96,5,0,0
770,20240801,1787,213.06,0.0,0.4,96.06,42.87,90.28,0.0,5,424406,13185.07,0.85,4,0,1
771,20240801,1743,185.34,14.39,2.8,86.08,12.82,92.22,0.0,3,86551,2100.4,1.04,7,1,0
772,20240801,1509,170.07,0.0,2.1,86.31,12.21,85.69,4.5,3,80962,1708.57,0.97,4,0,0
773,20240801,1594,178.09,19.87,2.1,79.09,10.87,83.74,4.73,2,46745,1501.73,1.06,3,0,1
774,20240801,1621,200.3,0.0,1.4,93.89,22.05,82.35,0.0,4,135448,3192.8,1.07,7,0,1
775,20240801,1783,175.17,15.94,1.2,90.09,22.52,85.67,0.0,4,195402,5940.52,0.98,2,0,1
776,20240801,1309,190.88,0.0,1.3,92.76,31.84,89.09,0.0,4,138560,4008.53,0.91,8,1,1
777,20240801,1575,170.87,0.0,2.1,89.17,13.35,89.75,0.0,3,81938,2417.44,1.07,3,0,0
778,20240801,1364,173.47,16.67,1.8,84.07,17.17,78.58,0.74,3,88515,2055.84,1.19,7,0,1
779,20240801,1397,220.0,0.0,0.5,92.6,34.01,92.12,0.0,4,372414,7996.65,0.88,7,0,0
780,20240801,1711,172.56,0.0,1.2,88.77,31.03,76.5,0.0,3,152785,4704.39,0.87,3,0,1
781,20240801,1448,162.06,0.0,2.4,89.32,22.0,87.23,0.0,3,119866,3442.67,0.94,4,1,0
782,20240801,1650,198.69,0.0,1.0,95.8,27.63,92.57,0.0,5,303377,6689.12,0.98,5,0,1
783,20240801,1766,173.02,0.0,2.5,87.57,14.08,80.49,0.0,3,102111,3076.21,1.04,6,0,0
784,20240801,1445,216.74,0.0,0.5,91.36,49.06,75.96,0.0,4,331962,10210.57,0.82,6,0,1
785,20240801,1368,181.07,12.17,0.9,90.1,33.35,78.33,0.0,4,330812,7035.94,1.2,2,0,0
786,20240801,1490,160.74,0.0,1.8,83.16,23.83,76.87,1.47,3,93690,2274.91,1.1,3,0,1
787,20240801,1696,161.86,11.49,3.2,78.08,11.63,90.0,5.54,2,51572,1653.32,0.88,5,1,1
788,20240801,1323,172.82,0.0,3.1,81.91,19.11,84.34,2.47,3,50508,1265.38,1.03,4,0,0
789,20240801,1568,182.85,0.0,1.6,90.84,16.94,82.97,0.0,4,144134,3896.43,0.97,4,1,0
790,20240801,1733,201.72,6.56,0.4,97.69,31.74,75.73,0.0,5,481284,13358.24,0.95,2,0,1
791,20240801,1663,187.82,0.0,1.5,86.34,21.64,85.76,0.0,3,115636,3436.55,0.87,8,1,1
792,20240801,1340,165.86,12.5,2.0,86.26,23.26,92.42,0.0,3,113100,3507.1,0.88,4,1,1
793,20240801,1451,220.0,0.0,0.4,97.64,34.34,75.54,0.0,5,400596,8778.43,0.97,7,0,0
794,20240801,1313,220.0,0.0,0.5,98.41,48.23,86.94,0.0,5,356620,9504.75,0.94,8,1,0
795,20240801,1347,156.15,8.82,2.8,84.91,12.04,94.54,0.07,3,56354,1695.21,1.02,2,0,1
796,20240801,1349,220.0,0.0,0.4,99.67,47.82,75.26,0.0,5,325388,7997.02,0.96,2,0,1
797,20240801,1607,210.84,6.55,0.4,95.74,48.08,81.56,0.0,5,487403,12681.69,1.06,6,1,1
798,20240801,1584,187.16,0.0,1.1,94.42,28.94,83.41,4.5,4,219625,5812.11,1.14,9,0,1
799,20240801,1394,179.24,0.0,2.3,85.91,25.69,93.77,0.0,3,145767,4337.77,1.13,3,1,1
800,20240801,1538,161.53,0.0,2.3,92.9,23.15,93.79,0.0,4,100216,3145.78,0.83,8,0,1
801,20240901,1644,194.92,0.0,1.2,90.8,30.02,77.82,4.5,4,225685,5622.1,1.19,8,0,0
802,20240901,1486,159.29,0.0,3.2,85.16,8.18,76.39,0.0,3,50794,1624.44,1.18,9,0,1
803,20240901,1679,220.0,0.0,0.6,90.71,47.81,84.73,0.0,4,387112,9060.58,0.83,4,0,0
804,20240901,1425,166.26,0.0,3.2,87.34,12.59,94.4,0.0,3,91828,2791.58,1.12,3,1,0
805,20240901,1557,177.34,0.0,2.6,80.19,12.53,88.48,3.85,3,66442,2188.55,0.83,8,1,0
806,20240901,1445,209.5,0.0,0.5,90.74,33.37,93.53,0.0,4,388810,8624.58,0.92,3,1,0
807,20240901,1439,211.53,0.0,0.4,92.06,32.25,91.17,0.0,4,352076,10444.8,0.83,9,0,0
808,20240901,1695,167.39,0.0,2.7,83.57,13.31,93.84,1.14,3,62703,1433.23,1.06,2,1,1
809,20240901,1747,183.65,6.01,1.7,86.43,31.51,76.41,0.0,3,197810,5279.91,0.86,6,1,1
810,20240901,1370,180.2,6.15,2.5,84.23,20.74,83.41,0.62,3,111143,2467.23,0.8,9,1,0
811,20240901,1484,173.66,0.0,2.6,83.48,25.7,94.27,1.22,3,104144,3400.34,0.86,10,1,1
812,20240901,1619,198.11,0.0,0.5,92.29,37.12,88.58,0.0,4,329873,9320.3,0.93,7,1,1
813,20240901,1635,162.73,0.0,1.8,87.61,14.61,85.48,0.0,3,83777,2196.73,1.05,3,1,0
814,20240901,1744,151.52,0.0,3.4,84.72,8.57,87.2,0.22,3,53627,1537.86,1.16,1,0,0
815,20240901,1378,169.98,0.0,2.4,77.88,12.51,93.12,5.7,2,49895,1490.95,0.92,9,0,1
816,20240901,1746,190.5,0.0,1.0,89.74,37.46,94.26,0.0,3,277833,8338.02,1.01,6,1,0
817,20240901,1460,169.99,0.0,2.5,83.16,21.01,80.35,1.47,3,128309,4157.51,1.04,7,0,1
818,20240901,1345,181.49,6.48,1.1,94.46,20.93,84.26,9.0,4,148485,4405.11,1.07,5,1,1
819,20240901,1699,187.91,0.0,1.9,94.91,26.72,78.45,0.0,4,113732,3270.15,1.14,6,0,0
820,20240901,1684,152.03,0.0,3.7,77.4,12.4,83.84,6.08,2,54055,1537.03,1.13,1,1,1
821,20240901,1600,145.12,0.0,2.1,85.01,9.88,77.0,9.0,3,46857,1490.61,1.06,6,0,1
822,20240901,1532,164.72,0.0,1.6,92.15,23.23,89.94,0.0,4,114000,3778.72,0.95,6,0,0
823,20240901,1745,214.29,0.0,0.4,94.47,29.08,88.52,0.0,4,483824,15694.48,0.96,4,1,1
824,20240901,1541,199.37,0.0,0.4,91.7,51.24,89.65,0.0,4,322675,7788.29,1.05,9,0,0
825,20240901,1517,208.94,0.0,0.5,99.37,48.17,90.43,0.0,5,374845,11979.22,1.13,1,0,0
826,20240901,1689,150.11,0.0,2.2,80.11,11.78,79.25,8.41,3,84695,2594.59,1.03,6,0,1
827,20240901,1772,154.1,0.0,2.4,91.26,17.42,81.02,0.0,4,105333,2720.35,1.07,10,0,0
828,20240901,1473,171.01,0.0,2.8,88.54,12.54,85.71,0.0,3,92743,2137.42,1.17,1,1,0
829,20240901,1762,145.8,0.0,2.7,81.28,8.73,87.53,2.98,3,64820,1879.36,0.87,1,0,0
830,20240901,1763,207.98,0.0,0.5,92.5,28.02,90.73,0.0,4,323339,8823.05,1.13,10,1,0
831,20240901,1369,177.46,0.0,1.3,93.56,27.46,75.78,0.0,4,174491,3836.53,1.11,9,1,0
832,20240901,1583,193.18,10.84,0.4,99.16,34.94,92.75,0.0,5,388494,10603.29,1.05,3,1,1
833,20240901,1701,154.33,0.0,2.4,87.06,12.11,86.75,0.0,3,57768,1611.04,0.89,2,0,1
834,20240901,1453,161.99,0.0,1.1,88.48,18.24,78.13,0.0,3,138824,3205.81,0.95,3,0,0
835,20240901,1497,155.83,0.0,1.9,84.76,11.42,83.81,0.19,3,77060,2142.75,0.97,2,0,0
836,20240901,1753,179.06,0.0,1.8,94.36,19.0,89.04,0.0,4,126975,3439.34,1.05,7,0,0
837,20240901,1664,181.05,0.0,2.0,92.33,14.89,82.67,0.0,4,140071,4032.44,0.83,6,0,1
838,20240901,1657,165.85,0.0,1.2,86.52,28.92,85.72,0.0,3,114800,2465.24,1.19,6,0,1
839,20240901,1643,196.6,0.0,0.6,97.83,28.6,81.28,0.0,5,375438,11537.1,0.92,7,0,0
840,20240901,1404,172.96,0.0,0.8,92.96,30.76,83.14,4.5,4,259027,7793.16,0.86,6,0,1
841,20240901,1717,188.31,0.0,1.1,90.91,19.24,80.33,0.0,4,177118,3823.66,1.12,8,1,1
842,20240901,1305,153.58,0.0,2.9,81.18,18.38,90.22,3.06,3,78504,2481.97,0.86,1,1,1
843,20240901,1686,192.93,0.0,1.0,93.44,31.73,86.89,0.0,4,266856,7933.89,0.8,4,0,1
844,20240901,1604,171.15,14.74,2.3,84.93,24.35,91.93,0.06,3,149808,4819.34,1.09,7,0,0
845,20240901,1400,161.22,0.0,2.1,88.89,17.61,77.02,0.0,3,148194,3763.09,1.09,4,0,0
846,20240901,1674,191.98,0.0,1.2,88.82,28.29,76.23,4.5,3,265102,6252.16,1.06,7,0,1
847,20240901,1326,177.58,0.0,0.7,92.91,26.84,87.83,0.0,4,266432,5563.66,0.93,5,1,1
848,20240901,1431,148.61,0.0,1.9,80.25,12.33,88.52,3.8,3,83891,2031.31,1.12,10,1,0
849,20240901,1742,168.25,0.0,2.0,91.97,14.86,84.62,0.0,4,122270,3603.55,0.84,3,0,1
850,20240901,1386,200.16,15.77,1.1,95.18,30.58,89.09,0.0,5,270611,7653.04,1.19,2,0,0
851,20240901,1447,183.95,0.0,1.4,85.28,20.48,76.98,0.0,3,192309,5990.9,0.9,5,1,0
852,20240901,1752,182.56,15.96,1.2,96.21,24.26,81.64,0.0,5,242950,5663.03,1.14,1,0,0
853,20240901,1327,169.87,0.0,1.6,94.66,24.71,89.62,0.0,4,110138,2768.55,1.09,5,1,1
854,20240901,1414,164.79,0.0,3.1,78.31,12.45,92.98,5.35,2,63472,1981.05,0.86,2,0,0
855,20240901,1490,163.76,0.0,1.6,91.43,18.11,94.2,0.0,4,140479,3785.87,1.16,9,0,0
856,20240901,1547,198.11,0.0,0.4,97.36,36.26,81.83,0.0,5,325450,8482.71,0.93,8,0,0
857,20240901,1637,215.31,0.0,0.5,98.32,28.99,77.56,0.0,5,306228,8857.89,1.11,8,0,0
858,20240901,1595,220.0,0.0,0.6,98.98,32.1,93.65,0.0,5,439043,10818.66,1.06,4,0,0
859,20240901,1585,193.73,0.0,1.3,86.47,21.5,85.1,9.0,3,136897,4268.55,0.86,3,1,0
860,20240901,1500,191.46,0.0,0.8,89.46,24.7,82.52,0.0,3,276314,6156.51,1.17,2,0,0
861,20240901,1656,205.3,0.0,0.9,91.08,32.23,86.76,0.0,4,349427,7361.88,1.12,8,1,1
862,20240901,1511,200.64,0.0,0.6,91.13,42.87,84.37,0.0,4,479141,15526.44,1.03,8,1,1
863,20240901,1446,199.65,0.0,1.1,93.91,25.48,84.32,0.0,4,322817,7760.36,0.83,8,1,0
864,20240901,1495,185.06,0.0,1.9,85.87,21.08,90.46,9.0,3,137653,3128.64,1.04,7,0,0
865,20240901,1539,151.42,0.0,1.8,85.11,11.37,85.7,4.5,3,75811,1777.26,1.17,10,1,1
866,20240901,1352,178.52,0.0,1.5,86.15,23.61,87.75,0.0,3,136476,3423.02,0.9,7,1,1
867,20240901,1551,170.3,0.0,2.5,89.57,12.77,83.49,0.0,3,73214,1878.23,1.0,8,0,0
868,20240901,1334,183.68,0.0,1.5,92.42,25.04,87.03,0.0,4,105470,3264.75,0.89,7,1,0
869,20240901,1668,204.49,0.0,1.3,93.48,21.89,82.41,0.0,4,284710,9180.86,1.11,2,0,0
870,20240901,1443,152.94,0.0,2.4,82.5,16.74,88.19,2.0,3,81807,1748.97,1.09,1,1,1
871,20240901,1458,176.28,0.0,1.0,93.32,26.03,89.06,0.0,4,284947,8955.37,0.98,8,1,0
872,20240901,1790,169.76,0.0,2.5,92.02,22.9,75.19,0.0,4,88048,2000.05,1.06,7,1,0
873,20240901,1727,218.53,0.0,0.5,92.52,46.79,88.98,0.0,4,334686,7509.63,0.81,5,0,0
874,20240901,1467,164.12,0.0,2.8,89.76,12.08,80.1,0.0,3,52216,1271.41,0.86,1,1,0
875,20240901,1466,182.33,0.0,1.9,89.01,25.39,76.47,0.0,3,119039,3412.03,0.91,6,1,1
876,20240901,1621,192.45,0.0,1.4,94.16,31.63,92.65,0.0,4,109121,3318.18,0.82,9,1,1
877,20240901,1672,154.94,0.0,2.4,79.74,8.44,87.63,4.21,2,77691,2564.6,0.84,6,1,1
878,20240901,1555,163.13,0.0,1.7,94.14,30.57,84.61,9.0,4,199551,4750.98,1.02,3,1,0
879,20240901,1566,183.4,0.0,0.7,89.06,37.93,89.96,0.0,3,188482,5215.33,0.99,8,1,1
880,20240901,1423,167.21,15.67,1.5,92.62,21.28,82.46,0.0,4,134224,3249.5,1.04,2,0,1
881,20240901,1477,191.3,0.0,1.6,91.04,21.29,84.1,0.0,4,112576,2474.26,1.13,9,0,0
882,20240901,1360,155.1,0.0,2.4,77.04,8.25,81.56,15.37,2,79168,2428.02,1.08,5,0,1
883,20240901,1630,168.05,0.0,3.0,80.53,8.41,75.39,12.58,3,45540,1044.06,1.2,2,0,0
884,20240901,1320,181.37,0.0,1.0,88.3,25.71,76.88,0.0,3,301316,6403.92,0.88,1,0,1
885,20240901,1329,156.37,0.0,2.0,87.78,18.1,93.88,4.5,3,70551,1701.27,1.03,10,0,1
886,20240901,1367,207.98,16.24,0.4,95.89,51.25,80.42,0.0,5,441057,12030.82,0.93,2,1,1
887,20240901,1722,190.4,0.0,1.2,89.64,23.64,78.32,0.0,3,194372,4611.44,0.8,7,1,1
888,20240901,1598,166.96,0.0,1.6,90.89,14.19,86.03,0.0,4,144435,3557.55,1.17,9,0,0
889,20240901,1410,188.95,17.5,1.1,88.22,29.82,92.77,0.0,3,284228,6199.8,1.0,3,0,0
890,20240901,1382,155.5,0.0,1.8,86.35,14.25,78.01,0.0,3,136791,2895.25,1.04,8,1,0
891,20240901,1346,153.36,0.0,1.8,86.48,16.55,82.72,0.0,3,149498,3171.53,1.13,3,0,0
892,20240901,1642,161.65,0.0,2.7,80.81,8.67,86.06,3.35,3,76717,2486.88,0.97,5,0,1
893,20240901,1702,152.3,0.0,3.3,78.1,8.62,85.98,5.52,2,79770,2643.54,1.0,8,0,0
894,20240901,1483,193.32,0.0,1.8,94.85,26.74,82.36,0.0,4,156741,5036.88,0.98,9,0,0
895,20240901,1355,213.67,0.0,0.6,94.12,36.38,78.03,0.0,4,448729,10913.39,0.9,3,1,0
896,20240901,1341,151.92,0.0,3.2,84.59,19.02,92.54,0.33,3,86602,2509.43,0.85,2,1,0
897,20240901,1576,167.17,14.53,3.4,85.98,12.59,86.41,0.0,3,61980,1993.22,0.97,4,0,1
898,20240901,1377,167.74,0.0,3.1,82.57,12.07,75.73,1.94,3,79918,1960.11,1.04,4,1,0
899,20240901,1535,193.32,0.0,0.5,90.92,48.11,89.92,0.0,4,403783,12943.98,1.17,9,0,1
900,20240901,1665,160.36,0.0,2.2,89.54,12.16,79.89,0.0,3,64955,1926.1,1.12,10,0,0
901,20241001,1487,188.9,0.0,0.5,98.5,42.08,94.24,0.0,5,354676,10169.67,1.0,7,0,0
902,20241001,1466,178.58,0.0,2.4,86.46,21.34,77.38,0.0,3,137713,3172.71,1.03,4,0,0
903,20241001,1443,160.8,0.0,3.2,83.11,12.85,93.23,1.51,3,70330,1710.33,0.82,3,0,1
904,20241001,1580,148.56,0.0,2.1,84.78,22.34,94.67,0.18,3,119988,3944.87,1.04,7,1,0
905,20241001,1435,173.34,5.93,1.6,93.49,18.29,80.03,9.0,4,114566,3550.82,1.19,5,0,0
906,20241001,1687,158.97,0.0,1.6,91.72,31.86,79.91,0.0,4,158501,4583.31,1.07,10,1,0
907,20241001,1362,178.84,0.0,1.1,94.2,36.0,76.14,0.0,4,249020,5670.03,0.92,9,1,1
908,20241001,1639,175.84,0.0,1.5,92.07,29.63,87.45,0.0,4,132353,3955.22,1.15,10,1,0
909,20241001,1302,172.07,0.0,1.0,89.77,23.02,86.62,0.0,3,244634,5432.01,0.99,8,0,1
910,20241001,1650,180.94,0.0,1.2,87.93,22.94,87.32,0.0,3,348879,9980.1,0.9,8,1,1
911,20241001,1378,143.69,0.0,3.4,82.1,10.28,87.08,2.32,3,68450,2196.52,1.1,4,1,1
912,20241001,1640,175.04,6.92,1.6,87.23,21.33,91.08,0.0,3,141897,3582.75,1.0,6,0,0
913,20241001,1323,151.11,0.0,2.2,87.11,15.39,81.07,0.0,3,66551,1387.72,1.14,7,0,0
914,20241001,1706,155.38,0.0,2.6,92.99,19.97,89.37,0.0,4,108620,2438.85,1.2,6,1,0
915,20241001,1614,188.41,0.0,1.1,94.48,21.49,86.6,4.5,4,331074,7139.85,1.05,6,0,0
916,20241001,1504,145.1,0.0,2.7,79.57,8.98,82.44,4.34,2,55111,1389.08,1.15,5,1,1
917,20241001,1610,150.84,0.0,1.4,85.38,23.9,82.96,0.0,3,98765,2514.1,1.13,8,1,1
918,20241001,1352,174.99,0.0,2.2,91.92,21.61,85.95,0.0,4,116670,3429.94,1.16,10,0,1
919,20241001,1798,149.57,0.0,2.3,85.15,12.58,86.43,0.0,3,44852,1365.21,0.94,8,0,1
920,20241001,1534,149.29,0.0,3.1,79.16,7.94,82.66,4.67,2,53233,1683.68,0.96,10,1,0
921,20241001,1541,211.02,11.53,0.6,98.8,47.12,78.59,0.0,5,476775,10922.4,1.04,1,1,0
922,20241001,1318,149.81,0.0,2.5,79.95,8.6,77.58,4.04,2,71466,1968.76,1.0,6,0,0
923,20241001,1682,156.38,0.0,1.6,88.52,21.92,94.69,0.0,3,80504,2559.5,0.92,1,1,0
924,20241001,1535,205.21,0.0,0.4,90.38,29.59,89.3,0.0,4,463415,14787.12,1.16,3,1,0
925,20241001,1673,201.08,0.0,0.4,93.93,34.74,76.96,0.0,4,416607,9148.84,0.88,1,0,1
926,20241001,1373,188.0,0.0,0.5,97.86,45.11,91.59,0.0,5,378155,12276.0,1.13,3,0,0
927,20241001,1723,184.04,0.0,1.1,87.0,27.77,79.51,0.0,3,187604,5120.68,1.0,7,1,0
928,20241001,1675,177.76,0.0,1.7,89.93,30.88,92.39,9.0,3,174033,4231.87,1.01,6,0,1
929,20241001,1336,143.41,0.0,2.4,82.33,8.56,76.21,2.14,3,52221,1714.97,1.17,9,1,1
930,20241001,1347,148.42,0.0,2.5,86.91,15.19,87.4,0.0,3,55447,1465.61,0.95,10,1,1
931,20241001,1730,165.66,0.0,2.3,89.76,15.76,76.48,0.0,3,128509,3038.41,0.93,6,0,0
932,20241001,1751,209.53,0.0,0.6,91.37,41.54,82.77,0.0,4,461530,9985.17,0.85,1,0,0
933,20241001,1543,165.95,0.0,1.6,88.42,22.8,85.7,0.0,3,108728,3245.23,0.88,6,0,1
934,20241001,1721,202.26,0.0,0.5,99.6,46.94,76.63,0.0,5,338397,7079.46,0.84,1,0,1
935,20241001,1786,143.09,0.0,3.3,83.61,9.63,86.06,1.11,3,74626,2151.78,0.99,1,1,0
936,20241001,1624,147.3,0.0,3.7,78.98,9.55,86.63,4.82,2,79902,2113.48,1.02,6,0,1
937,20241001,1365,145.9,0.0,2.9,85.02,14.21,91.35,0.0,3,99277,3213.81,1.18,1,0,1
938,20241001,1631,200.51,0.0,0.6,97.27,48.51,82.85,0.0,5,337339,8772.47,1.1,4,1,1
939,20241001,1445,219.81,0.0,0.6,97.31,46.07,92.85,0.0,5,318998,9568.44,1.15,6,0,1
940,20241001,1674,201.58,0.0,1.2,88.72,36.63,92.45,4.5,3,324952,8403.89,0.96,4,1,0
941,20241001,1677,143.63,0.0,2.9,86.93,18.09,82.56,0.0,3,51135,1628.34,1.16,6,1,1
942,20241001,1704,197.42,0.0,1.0,95.69,24.34,84.75,4.5,5,180937,5910.33,0.93,9,0,0
943,20241001,1473,171.43,0.0,3.0,81.02,17.03,86.52,3.18,3,70709,1991.95,1.08,2,0,1
944,20241001,1628,173.8,0.0,1.8,83.91,24.88,84.19,0.87,3,130574,4211.33,0.93,2,0,1
945,20241001,1422,178.96,0.0,0.8,92.16,32.47,91.3,0.0,4,199593,4199.04,0.82,9,1,1
946,20241001,1652,166.94,0.0,1.6,86.94,22.8,86.06,0.0,3,146363,4349.12,1.12,3,0,1
947,20241001,1514,176.11,0.0,1.8,85.92,25.46,89.48,0.0,3,110130,2506.18,0.97,9,0,1
948,20241001,1799,199.76,0.0,0.5,93.09,46.88,86.76,0.0,4,345932,8403.55,0.93,10,1,1
949,20241001,1524,193.33,0.0,1.0,93.51,36.86,93.63,4.5,4,281753,7094.96,0.98,10,1,0
950,20241001,1456,152.9,0.0,2.2,85.88,9.72,93.87,0.0,3,46803,1122.23,1.04,5,1,0
951,20241001,1655,214.7,0.0,0.4,99.62,50.56,81.89,0.0,5,325201,7590.44,0.87,8,1,0
952,20241001,1416,171.43,0.0,0.7,95.26,26.07,78.43,0.0,5,247383,5278.16,0.89,1,0,0
953,20241001,1669,159.48,0.0,1.9,93.21,19.22,83.5,0.0,4,100687,3000.6,0.89,5,1,1
954,20241001,1346,161.87,8.46,2.4,84.71,21.44,81.72,0.23,3,82622,1834.03,1.18,8,0,1
955,20241001,1398,179.27,0.0,0.9,89.99,35.9,88.63,0.0,3,283135,7801.1,0.9,1,1,1
956,20241001,1490,176.64,0.0,1.5,91.84,15.52,89.86,0.0,4,149802,4738.61,1.19,1,1,0
957,20241001,1483,175.3,0.0,1.7,91.75,28.48,91.37,0.0,4,126689,2655.57,0.87,6,1,0
958,20241001,1520,151.64,0.0,2.3,91.89,16.37,88.87,0.0,4,128188,2840.77,0.82,1,1,1
959,20241001,1522,158.79,0.0,2.4,83.57,11.53,89.13,1.14,3,72255,1760.11,1.07,3,1,1
960,20241001,1609,186.98,0.0,1.9,92.69,26.59,83.24,0.0,4,140045,3379.15,1.19,10,0,0
961,20241001,1356,168.2,0.0,1.1,92.35,37.67,79.45,0.0,4,268997,6532.36,1.14,3,0,0
962,20241001,1341,164.86,10.93,2.1,80.74,14.51,81.93,3.41,3,97873,3250.97,1.0,9,0,0
963,20241001,1408,156.59,0.0,2.3,79.71,7.39,82.75,4.23,2,58140,1737.34,0.85,4,0,0
964,20241001,1709,205.64,0.0,0.4,97.59,49.41,91.3,0.0,5,310830,7757.92,0.97,6,0,1
965,20241001,1710,189.98,0.0,0.8,93.27,32.72,94.13,0.0,4,284991,6488.63,1.11,10,0,0
966,20241001,1689,148.44,5.01,1.8,86.27,11.89,90.83,4.5,3,79614,1895.52,1.1,6,1,1
967,20241001,1774,157.65,0.0,3.3,77.58,9.58,86.28,5.94,2,44233,1220.62,0.83,9,0,1
968,20241001,1787,210.52,0.0,0.4,99.58,32.02,87.63,0.0,5,413338,9286.25,1.03,5,0,0
969,20241001,1611,150.56,0.0,2.7,84.83,17.52,78.46,0.14,3,58888,1959.88,0.9,9,0,0
